gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
LTB	9.311262928140975e-77	0.964165590954857	0.864	0.549	1.2769465979652532e-72
CD3G	5.149748620677044e-74	1.1276755667616492	0.371	0.072	7.062365258396498e-70
NOSIP	3.191860334478272e-72	1.094266570776795	0.596	0.267	4.377317262703502e-68
CD27	4.924447274068751e-71	1.150788241103676	0.392	0.092	6.753386991657885e-67
RPL35A	2.3462053114739548e-70	0.44409975839773264	0.998	0.972	3.2175859641553815e-66
RPS13	1.0555049533493252e-69	0.5444958825643722	0.985	0.951	1.4475194930232647e-65
RPS10	3.14962687259179e-69	0.4970313849141199	0.992	0.957	4.3193982930723805e-65
NPM1	1.0390436509172047e-68	0.6880849158420781	0.918	0.744	1.4249444628678545e-64
RPS26	1.7143095049889965e-67	0.559632553593346	0.974	0.858	2.35100405514191e-63
RPL5	6.692219894412287e-67	0.46193640583868234	0.993	0.955	9.1777103631970105e-63
TMEM66	3.444468788362866e-66	0.7522886549280456	0.851	0.628	4.7237444963608345e-62
LAT	1.8935207627755284e-65	1.0574817167438033	0.362	0.082	2.5967743740703597e-61
CD7	4.0105217555683505e-65	0.7316772163171485	0.549	0.192	5.500029535586436e-61
RPL32	1.0506989308813398e-64	0.3840713618017437	0.999	0.993	1.4409285138106694e-60
GIMAP7	6.939614676271972e-64	0.6699492731294807	0.694	0.391	9.516987567039381e-60
RPL36	1.720745209978882e-62	0.489622397401666	0.983	0.935	2.3598299809650388e-58
AES	4.327370470776862e-62	0.828538690807616	0.66	0.331	5.9345558636233886e-58
RPL17	1.1658940452171989e-58	0.4701019456879161	0.982	0.944	1.5989070936108665e-54
RPL36A	1.5330606790213725e-58	0.5472257709489892	0.953	0.863	2.1024394152099103e-54
B2M	2.6143641882764e-57	0.335616390879653	1	0.999	3.5853390478022553e-53
RPL10A	3.0459768750618324e-57	0.43309317502760347	0.995	0.979	4.177252686459797e-53
TRAT1	7.035205189028716e-56	0.9572598032515862	0.292	0.058	9.64808039623398e-52
RPL10	1.983510656089306e-55	0.28463179149885853	1	0.996	2.720186513760874e-51
JUNB	2.04612534862901e-55	0.7293786554077206	0.925	0.888	2.806056303109824e-51
MYL12A	2.2721751000150402e-55	0.431857757648312	0.952	0.799	3.116060932160626e-51
AQP3	5.770279434525916e-54	1.1369533357415555	0.282	0.056	7.913361216508841e-50
SPOCK2	1.1901079473671392e-53	0.9848685629379375	0.335	0.087	1.6321140390192946e-49
RPS28	1.4830022605446381e-53	0.4286105242027798	0.987	0.963	2.0337893001109167e-49
RPSAP58	9.701851070953705e-53	0.6400832077231984	0.84	0.635	1.330511855870591e-48
PRKCQ-AS1	2.573701948814147e-51	0.9352242405321016	0.281	0.06	3.529574852603721e-47
GIMAP5	3.341109165470109e-51	0.9275263891555399	0.419	0.157	4.581997109525708e-47
EVL	1.7898741511240855e-50	0.7463498051458466	0.675	0.395	2.454633410851571e-46
HSPA8	3.68157370859746e-50	0.7096946417705499	0.794	0.56	5.0489101839705566e-46
RPL11	1.825395226845091e-49	0.3000818300054	1	0.993	2.5033470140953577e-45
RPL19	1.558197926497156e-48	0.3025719402407461	0.999	0.99	2.1369126363981998e-44
RPL7	1.6985581370939637e-47	0.44740271783357244	0.984	0.957	2.329402629210662e-43
PTPRCAP	4.340677259007063e-47	0.48923057745886656	0.825	0.464	5.952804793002286e-43
RPS23	4.806353089687244e-47	0.3515794885590866	0.995	0.97	6.5914326271970865e-43
RARRES3	5.96238997155017e-47	0.7737334691560223	0.613	0.335	8.176821606983904e-43
RPS2	3.15205271987186e-46	0.2727197336793621	1	0.993	4.3227251000322685e-42
RPS16	6.10412557371209e-46	0.36353133273953464	0.998	0.973	8.37119781178876e-42
RPS8	1.4613286414117924e-45	0.36690841960848	0.997	0.978	2.0040660988321321e-41
OCIAD2	2.611736916826655e-45	0.8317778005604273	0.347	0.11	3.5817360077360745e-41
HLA-A	3.8157780106932994e-45	0.3918843909478049	0.992	0.94	5.232957963864791e-41
CD8B	5.238882607178914e-45	1.2606428763635413	0.22	0.038	7.184603607485163e-41
PRDX2	6.042401291987446e-45	0.7729003604331057	0.418	0.167	8.286549131831583e-41
BTG1	1.4456721005164972e-44	0.5279257935508506	0.935	0.828	1.982594718648324e-40
LEF1	2.7493037934961895e-44	0.8372712637530656	0.269	0.065	3.7703952224006745e-40
RPL4	6.850707544318075e-44	0.4333404071612925	0.987	0.946	9.395060326277807e-40
RPS7	1.991821715118113e-43	0.36018128798937443	0.997	0.982	2.73158430011298e-39
MAL	7.000321860075266e-43	0.9592395379711895	0.227	0.044	9.60024139890722e-39
PIK3IP1	1.2430081591237332e-42	0.8489271704595511	0.371	0.137	1.7046613894222877e-38
TCF7	4.422016236755487e-41	0.8704680794989741	0.343	0.127	6.0643530670864745e-37
RPS5	8.547841813490873e-41	0.3687380889608223	0.995	0.963	1.1722510263021383e-36
ZFP36L2	2.1926856281179266e-40	0.7366220138927044	0.76	0.549	3.0070490704009246e-36
IFITM1	1.199574728873121e-39	0.6091551150150896	0.612	0.346	1.6450967831765982e-35
JUN	2.4255399959704196e-39	0.6293581760686164	0.818	0.669	3.326385550473833e-35
FLT3LG	5.432044847373311e-39	0.782748559341203	0.271	0.078	7.449506303687759e-35
RPS15	3.3826009495302353e-38	0.28549367855698105	0.998	0.986	4.638898942185765e-34
DDX5	4.393557872019014e-38	0.5060215495628366	0.894	0.737	6.0253252656868755e-34
RPL18	8.925228598027441e-38	0.3204648529036165	0.996	0.972	1.2240058499334833e-33
CCR7	1.3261539404029989e-37	0.8387809385963421	0.299	0.097	1.8186875138686728e-33
C12orf57	4.272169510922594e-37	0.7745464512320179	0.419	0.188	5.858853267279245e-33
LEPROTL1	4.597154616929538e-37	0.8307896716703349	0.369	0.154	6.304537841657168e-33
CD8A	5.536745020456231e-36	0.9855719293557101	0.197	0.041	7.593092121053675e-32
RPS21	7.108336243166183e-35	0.3979398112505428	0.927	0.806	9.748372323878102e-31
RPL24	7.132055917790642e-35	0.36116306932805387	0.977	0.93	9.780901485658085e-31
HINT1	1.3329789749238356e-34	0.4936209360993198	0.737	0.549	1.8280473662105483e-30
ITM2A	2.1454158480003695e-34	0.8382818268042325	0.208	0.049	2.9422232939477067e-30
GLTSCR2	2.3947984329308874e-34	0.4903103057718692	0.901	0.768	3.284226570921419e-30
IL2RG	2.919281962520965e-34	0.5407922918015098	0.571	0.314	4.0035032834012516e-30
RGCC	4.9585515310347525e-34	0.7715222233089397	0.332	0.132	6.800157569661059e-30
ACAP1	2.987035102845658e-33	0.6933617154325267	0.418	0.192	4.0964199400425354e-29
DNAJB1	6.623821128099944e-33	0.8144362063842718	0.395	0.193	9.083908295076263e-29
RPL6	1.3451951917698576e-32	0.2755189297896319	0.998	0.99	1.8448006859931827e-28
CD40LG	1.3724760633339136e-32	0.6899006073756861	0.177	0.034	1.8822136732561292e-28
SIT1	2.9050554112997635e-32	0.7112577687700818	0.227	0.064	3.9839929910564956e-28
RPL27	3.769768242759371e-32	0.33531817918058415	0.982	0.934	5.169860168120201e-28
PEBP1	1.6130966242756055e-31	0.6205804587125319	0.492	0.274	2.2122007105315654e-27
CD6	2.4897585427169654e-31	0.6457157260394846	0.183	0.04	3.4144548654820464e-27
RPL38	2.52361901969235e-31	0.3769552184912186	0.941	0.846	3.460891123606089e-27
EIF4A2	6.138862789335999e-31	0.49617220674555673	0.743	0.542	8.418836429295389e-27
GZMM	1.0024285940954404e-30	0.44378353691742434	0.353	0.14	1.374730573942487e-26
RPL35	1.5268804522202938e-30	0.2807738236379871	0.986	0.957	2.093963852174911e-26
GIMAP4	5.443851549015418e-30	0.6856441358304022	0.561	0.361	7.465698014319745e-26
EEF1B2	5.7821456572817496e-30	0.3429832111097477	0.932	0.845	7.929634554396192e-26
TRAF3IP3	1.4167587548295265e-29	0.629748212290826	0.587	0.381	1.9429429563732127e-25
CD69	6.887961282868012e-29	0.6455972311212039	0.47	0.255	9.446150103325192e-25
RPS19	9.401530472023715e-29	0.2555807257768894	0.999	0.988	1.2893258889333322e-24
TMEM123	1.8344390497490753e-28	0.5194455114631802	0.53	0.328	2.5157497128258817e-24
RPS4Y1	7.850919482727989e-28	0.3741163108777119	0.932	0.845	1.0766750978613164e-23
RPL22	3.481664525195509e-27	0.39233785055728854	0.878	0.748	4.7747547298531206e-23
RHOH	4.025015009470278e-27	0.6455428264735226	0.347	0.157	5.51990558398754e-23
CXCR4	1.8329568473119988e-26	0.38615999939645373	0.709	0.496	2.513717020403675e-22
LDLRAP1	1.8866755466757453e-26	0.32824364784773696	0.197	0.059	2.587386844711117e-22
RPL34	2.2151104183020285e-26	0.4876426817960393	0.93	0.89	3.037802427659402e-22
CALM1	2.820193876775104e-26	0.49052270773001005	0.762	0.596	3.8676138826093777e-22
SOD1	4.3834736959326043e-26	0.5106182017088308	0.606	0.422	6.011495826601974e-22
RPL37A	1.6399492672453198e-25	0.2923079664435493	0.976	0.936	2.2490264251002316e-21
MGAT4A	4.406518475999247e-25	0.6119733076283143	0.196	0.062	6.043099437985367e-21
PPP2R5C	1.592813299827563e-24	0.7073556718584214	0.328	0.161	2.18438415938352e-20
ARHGAP15	2.2655298632841506e-24	0.650634270646735	0.367	0.19	3.106947654507884e-20
NSG1	2.8167180074705382e-24	0.48710436494444126	0.101	0.01	3.862847075445096e-20
BCL11B	2.9762098454143797e-24	0.507112665716935	0.137	0.028	4.08157418200128e-20
RP11-664D1.1	4.417339585225113e-24	0.4465314266206716	0.104	0.012	6.057939507177719e-20
OXNAD1	7.804821950189214e-24	0.5708182069165284	0.182	0.054	1.0703532822489487e-19
GYPC	3.513962294189326e-23	0.5775444881735683	0.384	0.204	4.8190478902512415e-19
AAK1	4.611662089256365e-23	0.5728514031121956	0.214	0.078	6.324433389206179e-19
SELM	4.6199684243908995e-23	0.5236060620046179	0.164	0.046	6.33582469720968e-19
BIN1	6.326777211442397e-23	0.5330661059313215	0.338	0.166	8.676542267772103e-19
TRABD2A	6.935767612241187e-23	0.6133345800095356	0.153	0.04	9.511711703427563e-19
TTC39C	7.436804021391487e-23	0.6097685046976643	0.2	0.07	1.0198833034936286e-18
NGFRAP1	1.1121832687070402e-22	0.2683903583043393	0.148	0.036	1.525248134704835e-18
GZMK	1.1437622093026287e-22	1.1264471881205256	0.173	0.054	1.5685554938376251e-18
PBXIP1	1.6945591895713516e-22	0.6073214987784783	0.234	0.093	2.3239184725781517e-18
RPL7A	1.9181036351627712e-22	0.284678618228666	0.989	0.967	2.6304873252622246e-18
ANXA2R	3.1279358844684338e-22	0.4478680701794814	0.253	0.105	4.28965127196001e-18
SNRPD2	8.8288017012895e-22	0.4575699524519008	0.654	0.487	1.210781865314842e-17
LYAR	1.63404159506247e-21	0.4560445104891673	0.254	0.113	2.2409246434686713e-17
OPTN	2.4489534871153692e-21	0.5719671561105639	0.21	0.078	3.358494812230017e-17
SIRPG	4.329561384781803e-21	0.4577344127919271	0.103	0.016	5.937560483089765e-17
SUSD3	5.796938559875208e-21	0.6126346228636392	0.208	0.081	7.94992154101286e-17
TMEM204	6.184480577136439e-21	0.48894924115767224	0.128	0.03	8.481396663484913e-17
SH3YL1	8.387108468235514e-21	0.5332127865191856	0.156	0.046	1.1502080553338184e-16
TOMM7	9.131397081004305e-21	0.3864641308807113	0.837	0.722	1.2522797956889305e-16
DUSP2	1.1813908860300242e-20	0.6602375948440895	0.339	0.182	1.6201594611015753e-16
MZT2A	1.5404012131378147e-20	0.6203687480002509	0.343	0.182	2.112506223697199e-16
LINC00176	3.1323604883446986e-20	0.43144471914859195	0.106	0.019	4.29571917371592e-16
KLRG1	3.5094007300658524e-20	0.5038390418997301	0.173	0.058	4.81279216121231e-16
SEPT1	3.6302195925408326e-20	0.5006413462406392	0.313	0.156	4.978483149210498e-16
BEX2	4.742768800768093e-20	0.5379554029113818	0.166	0.052	6.504233133373363e-16
PIM1	5.0027451002593315e-20	0.49703307518351836	0.257	0.116	6.860764630495647e-16
CD96	8.332604531417443e-20	0.3632865771798622	0.176	0.06	1.142733385438588e-15
HNRNPA1	1.2899779065971584e-19	0.2681901773217863	0.961	0.899	1.769075701107343e-15
CCL5	1.5130757871536833e-19	1.0810101770908052	0.391	0.245	2.0750321345025614e-15
LINC00861	2.5160450217599726e-19	0.48443602203721897	0.14	0.04	3.4505041428416265e-15
TNFRSF4	2.870124107557813e-19	0.5014313622796466	0.1	0.018	3.936088201104785e-15
SKAP1	2.8958395537123e-19	0.5042584152650965	0.204	0.08	3.971354363961048e-15
NUCB2	4.272853889494751e-19	0.4691623996282131	0.173	0.06	5.859791824053101e-15
NELL2	5.138347376673226e-19	0.5183532930822007	0.109	0.023	7.0467295923696625e-15
FYB	5.170884333072416e-19	0.3339710619418683	0.451	0.292	7.091350774375512e-15
MYC	9.229428237238701e-19	0.41870964629793384	0.21	0.087	1.2657237884549154e-14
TNFRSF25	1.1598013287596857e-18	0.5274300761710189	0.106	0.022	1.590551542261033e-14
STMN3	1.191301017911047e-18	0.4450997488532607	0.161	0.054	1.63375021596321e-14
PPA1	1.858046379521997e-18	0.5261965853426231	0.393	0.241	2.548124804876467e-14
ANKRD12	1.9046237291362682e-18	0.4839320745160902	0.371	0.216	2.6120009821374784e-14
GATA3	5.199378655437402e-18	0.5043277895040467	0.126	0.034	7.130427888066853e-14
VAMP2	5.5768930480520125e-18	0.4000948429195721	0.536	0.378	7.64815112609853e-14
ITK	5.864233306471365e-18	0.4670908225303673	0.125	0.034	8.04220955649483e-14
STK17A	6.777831824481952e-18	0.39786452195287025	0.408	0.232	9.295118564094549e-14
RGL4	8.038651066201717e-18	0.48811736655766613	0.164	0.059	1.1024206072189034e-13
CISH	2.4932616143435122e-17	0.4066813631917752	0.122	0.035	3.4192589779106925e-13
FAM102A	2.6566170657151042e-17	0.45286263895844747	0.119	0.032	3.643284643921694e-13
PASK	3.181723983534038e-17	0.5688379550897067	0.106	0.025	4.36341627101858e-13
PRKCH	4.058179493938116e-17	0.4446195843064725	0.183	0.072	5.565387357986733e-13
FKBP11	5.5465678420969376e-17	0.41294333853175114	0.192	0.078	7.606563138651741e-13
CD5	9.260214122275306e-17	0.45572140333952926	0.116	0.032	1.2699457647288356e-12
TESPA1	1.4266536400237497e-16	0.38953372445762957	0.112	0.03	1.9565128019285705e-12
CDC25B	1.8150750459327406e-16	0.4615750926325399	0.135	0.043	2.4891939179921606e-12
DENND2D	2.389352740948599e-16	0.4641656855032191	0.221	0.101	3.276758348936909e-12
RORA	2.7137390246781196e-16	0.48392230510603634	0.169	0.065	3.7216216984435735e-12
C6orf48	2.854501926912055e-16	0.454865214197679	0.618	0.475	3.914663942567192e-12
CMPK1	3.3102688373700514e-16	0.4945132774437684	0.456	0.301	4.539702683569288e-12
NDFIP1	3.6535901407657783e-16	0.5383944933818019	0.398	0.254	5.010533519046188e-12
TC2N	3.9894574932001475e-16	0.4595910119903545	0.154	0.057	5.471142006174682e-12
COMMD6	1.2219828850291877e-15	0.41231041259381174	0.663	0.543	1.675827328529028e-11
SH2D1A	1.379438227249887e-15	0.46280235472571757	0.146	0.052	1.891761584850495e-11
CITED2	1.6764080348630113e-15	0.532109111087509	0.293	0.167	2.2990259790111338e-11
ETS1	2.1004123980180036e-15	0.48436845587822336	0.149	0.054	2.8805055626418902e-11
GSTK1	3.274014688367784e-15	0.4217490731731184	0.626	0.482	4.489983743627579e-11
ZAP70	3.3809212137930526e-15	0.44687029780079457	0.2	0.089	4.636595352595792e-11
SLC2A3	3.904288662935599e-15	0.5491447227714839	0.32	0.187	5.35434147234988e-11
TECR	6.740462775123339e-15	0.3714126083312529	0.275	0.148	9.243870649804147e-11
CCDC167	9.500619151995284e-15	0.44144283924582994	0.137	0.05	1.3029149105046333e-10
SCML4	9.593593482490967e-15	0.38402205708836135	0.113	0.034	1.3156654101888113e-10
SVIP	9.609789571042241e-15	0.32392590530282217	0.188	0.082	1.3178865417727329e-10
COX6C	1.0443591665299603e-14	0.4805799009049978	0.521	0.383	1.4322341609791875e-10
PSIP1	1.0971459616428316e-14	0.3952699568758462	0.25	0.13	1.5046259717969791e-10
SORL1	1.464200565488884e-14	0.4222451557155562	0.172	0.073	2.0080046555114555e-10
LY9	1.687087426193024e-14	0.41457912041107853	0.139	0.051	2.313671696281113e-10
FHIT	2.063486546774655e-14	0.4850178513162496	0.123	0.042	2.829865450246762e-10
CCDC104	2.7061582835119872e-14	0.43001264207240975	0.116	0.037	3.711225470008339e-10
TNFAIP8	3.090494259028283e-14	0.5000501341943742	0.324	0.19	4.2383038268313874e-10
TOB1	3.4936805150499005e-14	0.3767420057483236	0.175	0.078	4.791233458339433e-10
RCAN3	1.4434800445245504e-13	0.4181785758839973	0.155	0.065	1.9795885330609683e-9
USP10	1.9496530018063858e-13	0.39279896623707866	0.121	0.043	2.6737541266772777e-9
GPR183	2.2933975958763956e-13	0.49540625524806436	0.169	0.075	3.145165462984889e-9
BTG2	3.273030628119062e-13	0.4563914271273066	0.428	0.298	4.4886342034024814e-9
ADD3	3.8717544517369195e-13	0.38212934292362977	0.251	0.137	5.3097240551120115e-9
ATP6V0E2	5.897519132048877e-13	0.4469019537726789	0.128	0.048	8.08785773769183e-9
ARL4C	9.486377464432272e-13	0.3262096499964646	0.257	0.141	1.3009618054722417e-8
TUBA4A	1.4310763161307286e-12	0.26482046581956586	0.312	0.193	1.9625780599416814e-8
SOCS3	1.540726772990864e-12	0.4669079483015992	0.228	0.125	2.1129526964796708e-8
CDC42SE2	2.0435557018196303e-12	0.3040015683878208	0.294	0.175	2.802532289475441e-8
NAP1L4	2.2953249897571336e-12	0.4940482270049314	0.178	0.088	3.147808690952933e-8
UXS1	2.6508967840501517e-12	0.42622621505151465	0.116	0.042	3.635439849646378e-8
NMRK1	2.6794981778199227e-12	0.38618713439777236	0.14	0.06	3.674663801062242e-8
MYLIP	2.692438138221568e-12	0.354699748064495	0.237	0.13	3.6924096627570586e-8
TIGIT	2.968162491792224e-12	0.5129620895105795	0.105	0.035	4.070538041243856e-8
HCST	4.45683079232614e-12	0.2924941522757756	0.612	0.47	6.112097748596069e-8
SATB1	4.604701236848635e-12	0.3866524666826453	0.125	0.049	6.314887276214217e-8
HSPE1	5.406413423973391e-12	0.40516981573609556	0.267	0.157	7.414355369637109e-8
ABHD14A	5.769282313993629e-12	0.30691014708893827	0.129	0.051	7.911993765410863e-8
TSC22D3	5.858576903470182e-12	0.33039228402681386	0.807	0.701	8.034452365419008e-8
RP11-51J9.5	7.456860928692592e-12	0.3810719250443914	0.159	0.073	1.022633907760902e-7
BCL2	7.786486197447442e-12	0.3269134776667096	0.114	0.042	1.0678387171179422e-7
RPL41	9.555899959293922e-12	0.3315759953706703	0.603	0.484	1.3104961204175684e-7
ABHD14B	1.2514150712751832e-11	0.3475503343900369	0.219	0.118	1.7161906287467863e-7
CAMK4	1.4334518808669001e-11	0.3665532211029108	0.138	0.06	1.965835909420867e-7
RBL2	3.446831775536714e-11	0.36813642118012435	0.169	0.083	4.72698509697105e-7
MZT2B	4.217445859395253e-11	0.38114193108192795	0.437	0.318	5.78380525157465e-7
ASF1A	4.533226211400051e-11	0.2968982473962697	0.156	0.075	6.21686642631403e-7
SRSF7	7.69682362271058e-11	0.34728753951977964	0.549	0.425	1.055542391618529e-6
SBDS	9.151568308905525e-11	0.3123850911501036	0.258	0.157	1.2550460778833038e-6
CCSER2	1.0526049780129099e-10	0.339626798801011	0.109	0.043	1.4435424668469045e-6
ZNF428	1.1717184931812208e-10	0.4194289529361267	0.202	0.111	1.6068947415487263e-6
LBH	1.2270903387268132e-10	0.3069484874509898	0.218	0.118	1.6828316905299516e-6
SKP1	1.263026726049464e-10	0.2927433905620018	0.528	0.408	1.732114852104235e-6
TMA7	1.482015399774376e-10	0.2810906071476875	0.736	0.612	2.0324359192505792e-6
CCND3	1.5628674742286137e-10	0.25185814042095966	0.48	0.349	2.143316454157121e-6
ODF2L	2.0980756790409654e-10	0.3173250663196545	0.164	0.081	2.87730098623678e-6
FAM107B	2.1971022091956346e-10	0.28159906905004506	0.194	0.102	3.0131059696908934e-6
SLFN5	2.436967489244035e-10	0.2522474164807433	0.124	0.054	3.3420572147492694e-6
ORMDL3	3.534203605336961e-10	0.34965642503624184	0.143	0.068	4.846806824359108e-6
RPA2	3.700834215638483e-10	0.4491499146920903	0.23	0.135	5.0753240433266155e-6
HMOX2	4.526701241326333e-10	0.3190080021742854	0.231	0.137	6.207918082354933e-6
LITAF	4.81488910110071e-10	0.40089732134086487	0.371	0.255	6.603138913249514e-6
RIC3	5.329014560023355e-10	0.42655412041371793	0.134	0.06	7.30821056761603e-6
RPL36AL	6.939144505890891e-10	0.2908588852204974	0.8	0.713	9.516342775378768e-6
PIM2	6.989488887864016e-10	0.33916691593326764	0.196	0.109	9.585385060816712e-6
TRADD	9.743808625078894e-10	0.400390820342602	0.222	0.135	1.3362659148433196e-5
TNFAIP3	1.3827439926947794e-9	0.4023027017463352	0.205	0.119	1.8962951115816205e-5
NDNL2	1.6603647083225178e-9	0.419206709833315	0.213	0.123	2.2770241609935008e-5
KRT10	1.7595958760210109e-9	0.3333266198855549	0.296	0.19	2.4131097843752143e-5
GIMAP1	1.9432885786231956e-9	0.35467212217574207	0.378	0.274	2.6650259567238506e-5
FYN	2.3514954440694986e-9	0.3790215024301905	0.208	0.125	3.22484085199691e-5
SON	2.396879039951454e-9	0.3311970956347998	0.368	0.263	3.287079915389424e-5
EML4	2.4636037593047905e-9	0.3331336581120539	0.129	0.061	3.37858619551059e-5
PHF1	2.5738520257932753e-9	0.3034319752149624	0.125	0.057	3.5297806681728975e-5
NAE1	3.045116039998233e-9	0.2802614921928711	0.127	0.06	4.176072137253576e-5
CLEC2D	3.740710954037375e-9	0.28214613603057687	0.121	0.055	5.130011002366856e-5
TBCC	4.639628944857102e-9	0.4112645828809298	0.203	0.118	6.36278713497703e-5
TBC1D10C	5.2356398711752354e-9	0.2904416372675238	0.358	0.247	7.180156519329718e-5
THAP7	6.642943823692917e-9	0.30370593545094177	0.11	0.049	9.110133159812466e-5
SLC38A1	7.070788853662033e-9	0.30738632500047847	0.162	0.086	9.696879833912113e-5
SEPT9	9.93759238055162e-9	0.29138018458708403	0.391	0.288	1.3628414190688492e-4
GIMAP6	1.0204956811970591e-8	0.3011605973133435	0.135	0.067	1.399507777193647e-4
EIF4B	1.0385388223780061e-8	0.3272114204801633	0.287	0.193	1.4242521410091975e-4
GCC2	1.1210764157260047e-8	0.27682138399502376	0.152	0.08	1.5374441965266427e-4
IL27RA	1.229016962112035e-8	0.403994805349746	0.139	0.072	1.6854738618404447e-4
ST13	1.5744041927894218e-8	0.34980815350901695	0.455	0.352	2.159137909991413e-4
CYLD	1.6435245259994642e-8	0.2691553760485306	0.149	0.079	2.2539295349556653e-4
G3BP2	1.8788442827674867e-8	0.2804785341461917	0.2	0.119	2.5766470493873315e-4
DDX24	1.9162191689558204e-8	0.38335754080354034	0.28	0.191	2.627902968306012e-4
C9orf78	2.0982181212894165e-8	0.2502391099586061	0.346	0.244	2.8774963315363056e-4
CLPP	2.1847057062550966e-8	0.2632888383908202	0.157	0.086	2.9961054055582397e-4
SUN2	2.650302450402408e-8	0.3751038075646218	0.297	0.206	3.634624780481862e-4
ARL6IP5	3.8773841264019666e-8	0.42091395478046767	0.507	0.406	5.317444590947657e-4
NDUFS5	5.360975087525849e-8	0.27338328805112866	0.452	0.346	7.352041235032949e-4
FUS	5.51631332322468e-8	0.2505817650941251	0.325	0.234	7.565072091470326e-4
YWHAQ	5.5365105346156746e-8	0.3217816873524	0.337	0.243	7.592770547171936e-4
RNF167	5.7584792488832656e-8	0.28478930315812634	0.213	0.131	7.897178441918511e-4
SYNE2	7.607740077112308e-8	0.28641883814549635	0.107	0.05	0.0010433254741751819
SNHG8	8.444215873694966e-8	0.3802091190503838	0.297	0.207	0.0011580397649185276
STT3B	1.0809515391900177e-7	0.2773304721045151	0.17	0.1	0.0014824169408451902
IK	1.1191648283585233e-7	0.32301744235037666	0.274	0.194	0.001534822645610879
FXYD5	1.1681009046256823e-7	0.30225914791331165	0.791	0.682	0.0016019335806036607
CDKN1B	1.1790378114828689e-7	0.31495137577295634	0.154	0.087	0.0016169324546676065
DDX18	1.380946495674772e-7	0.32610337297461867	0.214	0.137	0.0018938300241683823
DAD1	1.4300820229758427e-7	0.28268202050843416	0.417	0.321	0.001961214486309071
TPR	1.9787021640714788e-7	0.31747775871610806	0.195	0.123	0.002713592147807626
CUTA	2.9207803082494133e-7	0.3300111782195656	0.486	0.387	0.004005558114733246
